gene	dpi	dpi_label	log2fc	pval	p_bonf	celltype
1700066B19Rik	28	28 dpi	0.1439	0.9109	1	0_none
1700066J24Rik	28	28 dpi	-0.2066	0.8466	1	0_none
1700066M21Rik	28	28 dpi	-0.2472	0.1602	1	0_none
1700066N21Rik	28	28 dpi	0	1	1	0_none
1700066O22Rik	28	28 dpi	1.861	0.2768	1	0_none
1700067G17Rik	28	28 dpi	0	1	1	0_none
1700067K01Rik	28	28 dpi	-0.3097	0.7561	1	0_none
1700067P10Rik	28	28 dpi	-0.003705	0.9881	1	0_none
1700069L16Rik	28	28 dpi	-1.983	0.2415	1	0_none
1700069P05Rik	28	28 dpi	0	1	1	0_none
1700071K01Rik	28	28 dpi	-4.219	0.008525	1	0_none
1700071M16Rik	28	28 dpi	2.582	0.1458	1	0_none
1700072B07Rik	28	28 dpi	0	1	1	0_none
1700072O05Rik	28	28 dpi	0	1	1	0_none
1700073E17Rik	28	28 dpi	0.3663	0.7861	1	0_none
1700074H08Rik	28	28 dpi	0	1	1	0_none
1700074P13Rik	28	28 dpi	0	1	1	0_none
1700080E11Rik	28	28 dpi	0	1	1	0_none
1700080N15Rik	28	28 dpi	0	1	1	0_none
1700080O16Rik	28	28 dpi	0	1	1	0_none
1700081H04Rik	28	28 dpi	1.804	0.2842	1	0_none
1700081H22Rik	28	28 dpi	0	1	1	0_none
1700081L11Rik	28	28 dpi	-0.06773	0.6245	1	0_none
1700084C01Rik	28	28 dpi	0.01129	0.9537	1	0_none
1700084E18Rik	28	28 dpi	0.9281	0.3158	1	0_none
1700084F23Rik	28	28 dpi	0	1	1	0_none
1700084J12Rik	28	28 dpi	0	1	1	0_none
1700085B03Rik	28	28 dpi	0	1	1	0_none
1700085C21Rik	28	28 dpi	1.804	0.2842	1	0_none
1700086L19Rik	28	28 dpi	-0.1615	0.5245	1	0_none
1700086O06Rik	28	28 dpi	-0.01576	0.9633	1	0_none
1700088E04Rik	28	28 dpi	0.47	0.1963	1	0_none
1700090G07Rik	28	28 dpi	0	1	1	0_none
1700091E21Rik	28	28 dpi	0.2989	0.8233	1	0_none
1700092C02Rik	28	28 dpi	0	1	1	0_none
1700092C10Rik	28	28 dpi	0	1	1	0_none
1700092E19Rik	28	28 dpi	0	1	1	0_none
1700092K14Rik	28	28 dpi	0.1468	0.8886	1	0_none
1700092M07Rik	28	28 dpi	2.522	0.06147	1	0_none
1700093K21Rik	28	28 dpi	-0.263	0.6341	1	0_none
1700094D03Rik	28	28 dpi	0.07383	0.7173	1	0_none
1700094J05Rik	28	28 dpi	-0.05883	0.9676	1	0_none
1700094M24Rik	28	28 dpi	0	1	1	0_none
1700095A21Rik	28	28 dpi	0	1	1	0_none
1700095B10Rik	28	28 dpi	0	1	1	0_none
1700095B22Rik	28	28 dpi	-0.3719	0.4318	1	0_none
1700096J18Rik	28	28 dpi	-2.618	0.1273	1	0_none
1700096K18Rik	28	28 dpi	0.05874	0.8822	1	0_none
1700097N02Rik	28	28 dpi	0	1	1	0_none
1700100L14Rik	28	28 dpi	0	1	1	0_none
1700101E01Rik	28	28 dpi	0.7219	0.2941	1	0_none
1700101I11Rik	28	28 dpi	0.2433	0.6067	1	0_none
1700101O22Rik	28	28 dpi	0	1	1	0_none
1700102H20Rik	28	28 dpi	-1.203	0.1473	1	0_none
1700102P08Rik	28	28 dpi	-0.09549	0.8607	1	0_none
1700104A03Rik	28	28 dpi	0	1	1	0_none
1700105P06Rik	28	28 dpi	-0.2093	0.8615	1	0_none
1700106J16Rik	28	28 dpi	-2.618	0.1273	1	0_none
1700106N22Rik	28	28 dpi	0.1423	0.6154	1	0_none
1700108F19Rik	28	28 dpi	0.6825	0.6753	1	0_none
1700108J01Rik	28	28 dpi	0	1	1	0_none
1700108M19Rik	28	28 dpi	-1.983	0.2415	1	0_none
1700109F18Rik	28	28 dpi	0	1	1	0_none
1700109G14Rik	28	28 dpi	-3.335	0.05777	1	0_none
1700109G15Rik	28	28 dpi	0	1	1	0_none
1700109H08Rik	28	28 dpi	-0.3993	0.2666	1	0_none
1700109I08Rik	28	28 dpi	0	1	1	0_none
1700110C19Rik	28	28 dpi	-0.09076	0.8316	1	0_none
1700110I01Rik	28	28 dpi	2.664	0.1375	1	0_none
1700110K17Rik	28	28 dpi	-0.2065	0.8827	1	0_none
1700110M21Rik	28	28 dpi	2.623	0.1416	1	0_none
1700111N16Rik	28	28 dpi	0	1	1	0_none
1700112E06Rik	28	28 dpi	1.075	0.1125	1	0_none
1700112H15Rik	28	28 dpi	0	1	1	0_none
1700113A16Rik	28	28 dpi	-0.2379	0.5763	1	0_none
1700113H08Rik	28	28 dpi	-0.9444	0.5614	1	0_none
1700113I22Rik	28	28 dpi	0.7093	0.07555	1	0_none
1700119H24Rik	28	28 dpi	-2.151	0.184	1	0_none
1700120C14Rik	28	28 dpi	0.3204	0.6323	1	0_none
1700120E14Rik	28	28 dpi	0	1	1	0_none
1700120G07Rik	28	28 dpi	-2.618	0.1273	1	0_none
1700120K04Rik	28	28 dpi	0.6963	0.5983	1	0_none
1700121L16Rik	28	28 dpi	0	1	1	0_none
1700121N20Rik	28	28 dpi	0	1	1	0_none
1700122O11Rik	28	28 dpi	0	1	1	0_none
1700123I01Rik	28	28 dpi	0.6059	0.5668	1	0_none
1700123K08Rik	28	28 dpi	1.804	0.2842	1	0_none
1700123L14Rik	28	28 dpi	-0.08898	0.9435	1	0_none
1700123M08Rik	28	28 dpi	0.3449	0.4064	1	0_none
1700123O12Rik	28	28 dpi	0	1	1	0_none
1700123O20Rik	28	28 dpi	0.01617	0.9369	1	0_none
1700123O21Rik	28	28 dpi	-0.5658	0.4692	1	0_none
1700125D06Rik	28	28 dpi	2.618	0.1421	1	0_none
1700125G02Rik	28	28 dpi	3.478	0.05115	1	0_none
1700125G22Rik	28	28 dpi	-0.7055	0.6419	1	0_none
1700125H03Rik	28	28 dpi	1.809	0.2834	1	0_none
1700125H20Rik	28	28 dpi	-0.2668	0.8617	1	0_none
1700126H18Rik	28	28 dpi	0	1	1	0_none
1700128A07Rik	28	28 dpi	0	1	1	0_none
1700128F08Rik	28	28 dpi	0	1	1	0_none
1700129C05Rik	28	28 dpi	0	1	1	0_none
1810006J02Rik	28	28 dpi	-0.05335	0.9697	1	0_none
1810006K21Rik	28	28 dpi	0.2747	0.1483	1	0_none
1810007C17Rik	28	28 dpi	0	1	1	0_none
1810007D17Rik	28	28 dpi	-0.5517	0.6774	1	0_none
1810007I06Rik	28	28 dpi	0	1	1	0_none
1810008A18Rik	28	28 dpi	0.09635	0.5841	1	0_none
1810008I18Rik	28	28 dpi	0	1	1	0_none
1810009A15Rik	28	28 dpi	0.1139	0.6367	1	0_none
1810009J06Rik	28	28 dpi	0	1	1	0_none
1810010D01Rik	28	28 dpi	-0.3317	0.6936	1	0_none
1810010H24Rik	28	28 dpi	0.1277	0.726	1	0_none
1810011H11Rik	28	28 dpi	0.3517	0.4335	1	0_none
1810011O10Rik	28	28 dpi	0.7947	0.09	1	0_none
1810012K16Rik	28	28 dpi	1.641	0.04415	1	0_none
1810012P15Rik	28	28 dpi	-0.2352	0.2167	1	0_none
1810013A23Rik	28	28 dpi	0	1	1	0_none
1810013D10Rik	28	28 dpi	-0.02775	0.8881	1	0_none
1810013L24Rik	28	28 dpi	-0.2067	0.191	1	0_none
1810014B01Rik	28	28 dpi	-0.2706	0.4146	1	0_none
1810014F10Rik	28	28 dpi	0.2301	0.3205	1	0_none
1810018F18Rik	28	28 dpi	0	1	1	0_none
1810019D21Rik	28	28 dpi	-0.5708	0.5975	1	0_none
1810019J16Rik	28	28 dpi	-2.924	0.01781	1	0_none
1810020D17Rik	28	28 dpi	0.01418	0.9386	1	0_none
1810020O05Rik	28	28 dpi	0.1875	0.6966	1	0_none
1810021B22Rik	28	28 dpi	0.2909	0.658	1	0_none
1810022K09Rik	28	28 dpi	0.04191	0.8511	1	0_none
1810024B03Rik	28	28 dpi	-0.7001	0.1724	1	0_none
1810026B05Rik	28	28 dpi	-0.08899	0.6661	1	0_none
1810026J23Rik	28	28 dpi	-0.1708	0.1934	1	0_none
1810027O10Rik	28	28 dpi	0.0688	0.7049	1	0_none
1810029B16Rik	28	28 dpi	0.1513	0.6332	1	0_none
1810030J14Rik	28	28 dpi	0	1	1	0_none
1810030N24Rik	28	28 dpi	0.1029	0.6796	1	0_none
1810030O07Rik	28	28 dpi	-0.1404	0.3808	1	0_none
1810031K17Rik	28	28 dpi	0.1402	0.3797	1	0_none
1810032O08Rik	28	28 dpi	0.07609	0.8168	1	0_none
1810033B17Rik	28	28 dpi	-0.3012	0.7484	1	0_none
1810034E14Rik	28	28 dpi	1.02	0.21	1	0_none
1810035I16Rik	28	28 dpi	0	1	1	0_none
1810035L17Rik	28	28 dpi	0.1923	0.33	1	0_none
1810037I17Rik	28	28 dpi	0.3248	0.08112	1	0_none
1810041L15Rik	28	28 dpi	-0.04202	0.8432	1	0_none
1810043G02Rik	28	28 dpi	0.1442	0.4617	1	0_none
1810043H04Rik	28	28 dpi	0.695	0.07058	1	0_none
1810044D09Rik	28	28 dpi	-0.1088	0.8543	1	0_none
1810046J19Rik	28	28 dpi	0.04183	0.8	1	0_none
1810046K07Rik	28	28 dpi	2.623	0.1416	1	0_none
1810048J11Rik	28	28 dpi	-0.2366	0.1281	1	0_none
1810049H13Rik	28	28 dpi	0.2209	0.5453	1	0_none
1810053B23Rik	28	28 dpi	-1.983	0.2415	1	0_none
1810055G02Rik	28	28 dpi	-0.07595	0.6987	1	0_none
1810058I24Rik	28	28 dpi	0.1228	0.5678	1	0_none
1810062G17Rik	28	28 dpi	0.1281	0.9072	1	0_none
1810063B05Rik	28	28 dpi	0.1708	0.5787	1	0_none
1810063B07Rik	28	28 dpi	0.01506	0.9605	1	0_none
1810064F22Rik	28	28 dpi	0.282	0.8422	1	0_none
1810065E05Rik	28	28 dpi	0	1	1	0_none
1810074P20Rik	28	28 dpi	-0.1827	0.2865	1	0_none
2010001E11Rik	28	28 dpi	-2.709	0.08416	1	0_none
2010001M06Rik	28	28 dpi	1.367	0.1054	1	0_none
2010001M09Rik	28	28 dpi	0.2299	0.777	1	0_none
2010002M12Rik	28	28 dpi	0.5335	0.3553	1	0_none
2010002N04Rik	28	28 dpi	0.1041	0.66	1	0_none
2010003K11Rik	28	28 dpi	1.809	0.2834	1	0_none
2010003K15Rik	28	28 dpi	0.2678	0.794	1	0_none
2010003O02Rik	28	28 dpi	0.4288	0.3723	1	0_none
2010005H15Rik	28	28 dpi	0.9674	0.5069	1	0_none
2010009K17Rik	28	28 dpi	0	1	1	0_none
2010010A06Rik	28	28 dpi	1.861	0.2768	1	0_none
2010011I20Rik	28	28 dpi	-0.2322	0.1607	1	0_none
2010012O05Rik	28	28 dpi	0.04309	0.8116	1	0_none
2010015L04Rik	28	28 dpi	-0.0398	0.8395	1	0_none
2010016I18Rik	28	28 dpi	1.804	0.2842	1	0_none
2010106C02Rik	28	28 dpi	0	1	1	0_none
2010106E10Rik	28	28 dpi	-1.983	0.2415	1	0_none
2010106G01Rik	28	28 dpi	-0.1359	0.3647	1	0_none
2010107E04Rik	28	28 dpi	0.07369	0.644	1	0_none
2010107G12Rik	28	28 dpi	-0.2494	0.6572	1	0_none
2010107G23Rik	28	28 dpi	0.1626	0.4572	1	0_none
2010107H07Rik	28	28 dpi	0.09587	0.7861	1	0_none
2010109A12Rik	28	28 dpi	0.09824	0.933	1	0_none
2010109I03Rik	28	28 dpi	0.5969	0.5397	1	0_none
2010109K11Rik	28	28 dpi	-0.479	0.009336	1	0_none
2010110P09Rik	28	28 dpi	0.5826	0.3215	1	0_none
2010111I01Rik	28	28 dpi	0.061	0.7719	1	0_none
2010204K13Rik	28	28 dpi	0.3082	0.2218	1	0_none
2010300C02Rik	28	28 dpi	-0.09064	0.6968	1	0_none
2010305A19Rik	28	28 dpi	-0.1225	0.5642	1	0_none
2010308F09Rik	28	28 dpi	-0.8971	0.2331	1	0_none
2010310C07Rik	28	28 dpi	-2.799	0.1109	1	0_none
2010315B03Rik	28	28 dpi	-0.0935	0.676	1	0_none
2010317E24Rik	28	28 dpi	0.03371	0.9335	1	0_none
2010320M18Rik	28	28 dpi	0.3025	0.4398	1	0_none
2010321M09Rik	28	28 dpi	-0.06655	0.7119	1	0_none
2200002D01Rik	28	28 dpi	1.231	0.3521	1	0_none
2200002J24Rik	28	28 dpi	0	1	1	0_none
2200002K05Rik	28	28 dpi	0.08751	0.7111	1	0_none
2210009G21Rik	28	28 dpi	-0.1605	0.5901	1	0_none
2210010C04Rik	28	28 dpi	0	1	1	0_none
2210010C17Rik	28	28 dpi	1.809	0.2834	1	0_none
2210012G02Rik	28	28 dpi	-0.16	0.3786	1	0_none
2210013O21Rik	28	28 dpi	0.03611	0.8502	1	0_none
2210015D19Rik	28	28 dpi	0.01593	0.9398	1	0_none
2210016F16Rik	28	28 dpi	-0.0259	0.9208	1	0_none
2210016L21Rik	28	28 dpi	0.2089	0.1409	1	0_none
2210018M11Rik	28	28 dpi	-0.1707	0.2697	1	0_none
2210019I11Rik	28	28 dpi	0	1	1	0_none
2210020M01Rik	28	28 dpi	0.5238	0.3052	1	0_none
2210021J22Rik	28	28 dpi	0.1325	0.6486	1	0_none
2210039B01Rik	28	28 dpi	0	1	1	0_none
2210403K04Rik	28	28 dpi	-0.2131	0.2209	1	0_none
2210404J11Rik	28	28 dpi	0.163	0.504	1	0_none
2210404O07Rik	28	28 dpi	0.1703	0.7452	1	0_none
2210404O09Rik	28	28 dpi	-0.3236	0.339	1	0_none
2210407C18Rik	28	28 dpi	0	1	1	0_none
2210408F21Rik	28	28 dpi	0.004768	0.9875	1	0_none
2210408I21Rik	28	28 dpi	-0.401	0.1072	1	0_none
2210409D07Rik	28	28 dpi	0.6143	0.7024	1	0_none
2210409E12Rik	28	28 dpi	-1.976	0.2424	1	0_none
2210411K11Rik	28	28 dpi	0.5274	0.2787	1	0_none
2210414B05Rik	28	28 dpi	0	1	1	0_none
2210415F13Rik	28	28 dpi	-3.96	0.01554	1	0_none
2210416O15Rik	28	28 dpi	0.6619	0.6067	1	0_none
2210417A02Rik	28	28 dpi	0	1	1	0_none
2210417K05Rik	28	28 dpi	0.3701	0.5359	1	0_none
2210420H20Rik	28	28 dpi	-1.861	0.2564	1	0_none
2300002M23Rik	28	28 dpi	1.804	0.2842	1	0_none
2300003K06Rik	28	28 dpi	0	1	1	0_none
2300005B03Rik	28	28 dpi	1.804	0.2842	1	0_none
2300009A05Rik	28	28 dpi	0.3699	0.2693	1	0_none
2310001A20Rik	28	28 dpi	-0.07467	0.5957	1	0_none
2310001H17Rik	28	28 dpi	0.09909	0.889	1	0_none
2310001H18Rik	28	28 dpi	0	1	1	0_none
2310001K24Rik	28	28 dpi	0.6891	0.6727	1	0_none
2310002D06Rik	28	28 dpi	0.6888	0.6119	1	0_none
2310002J15Rik	28	28 dpi	-2.708	0.119	1	0_none
2310002L09Rik	28	28 dpi	0	1	1	0_none
2310002L13Rik	28	28 dpi	-1.976	0.2424	1	0_none
2310003C23Rik	28	28 dpi	0.001736	0.9914	1	0_none
2310003F16Rik	28	28 dpi	0.2204	0.2248	1	0_none
2310003H01Rik	28	28 dpi	0.303	0.2234	1	0_none
2310003L22Rik	28	28 dpi	0.0198	0.9094	1	0_none
2310004I24Rik	28	28 dpi	-0.08586	0.6842	1	0_none
2310004N24Rik	28	28 dpi	0.04408	0.833	1	0_none
2310005A03Rik	28	28 dpi	0	1	1	0_none
2310005E17Rik	28	28 dpi	0	1	1	0_none
2310005G13Rik	28	28 dpi	-1.229	0.379	1	0_none
2310007B03Rik	28	28 dpi	1.306	0.2672	1	0_none
2310007L24Rik	28	28 dpi	-2.248e-4	0.9998	1	0_none
2310008H04Rik	28	28 dpi	-0.1131	0.7013	1	0_none
2310008H09Rik	28	28 dpi	-0.1307	0.4208	1	0_none
2310008N11Rik	28	28 dpi	-1.976	0.2424	1	0_none
2310009A05Rik	28	28 dpi	0.001997	0.9956	1	0_none
2310009B15Rik	28	28 dpi	0.3339	0.3485	1	0_none
2310010J17Rik	28	28 dpi	0.1128	0.7845	1	0_none
2310010M20Rik	28	28 dpi	0.376	0.5633	1	0_none
2310011J03Rik	28	28 dpi	0.1184	0.5246	1	0_none
2310014F07Rik	28	28 dpi	1.195	0.2864	1	0_none
2310014L17Rik	28	28 dpi	-0.1216	0.7736	1	0_none
2310015A10Rik	28	28 dpi	0.1878	0.3912	1	0_none
2310015B20Rik	28	28 dpi	0.4846	0.6394	1	0_none
2310015D24Rik	28	28 dpi	0.8125	0.5544	1	0_none
2310016D03Rik	28	28 dpi	0	1	1	0_none
2310016M24Rik	28	28 dpi	0.3336	0.06122	1	0_none
2310020H05Rik	28	28 dpi	0	1	1	0_none
2310021P13Rik	28	28 dpi	0.06054	0.6972	1	0_none
2310022A10Rik	28	28 dpi	0.1319	0.4755	1	0_none
2310022B05Rik	28	28 dpi	0.1211	0.4111	1	0_none
2310028H24Rik	28	28 dpi	0.04736	0.75	1	0_none
2310030A07Rik	28	28 dpi	1.539	0.3008	1	0_none
2310030G06Rik	28	28 dpi	0.2108	0.6295	1	0_none
2310030N02Rik	28	28 dpi	-0.007136	0.9815	1	0_none
2310033E01Rik	28	28 dpi	1.804	0.2842	1	0_none
2310033P09Rik	28	28 dpi	0.09246	0.6953	1	0_none
2310034C09Rik	28	28 dpi	0	1	1	0_none
2310034G01Rik	28	28 dpi	0.7438	0.2682	1	0_none
2310034O05Rik	28	28 dpi	-0.1888	0.9045	1	0_none
2310035C23Rik	28	28 dpi	-0.1727	0.1858	1	0_none
2310035K24Rik	28	28 dpi	0.13	0.5281	1	0_none
2310036O22Rik	28	28 dpi	0.3013	0.08202	1	0_none
2310037I24Rik	28	28 dpi	-0.07004	0.6439	1	0_none
2310039H08Rik	28	28 dpi	0.01666	0.9721	1	0_none
2310039L15Rik	28	28 dpi	1.804	0.2842	1	0_none
2310040G24Rik	28	28 dpi	0.7168	0.1876	1	0_none
2310042D19Rik	28	28 dpi	0.1505	0.7438	1	0_none
2310042E22Rik	28	28 dpi	0.06128	0.9393	1	0_none
2310043J07Rik	28	28 dpi	1.209	0.4435	1	0_none
2310043L19Rik	28	28 dpi	-3.46	0.04442	1	0_none
2310043O21Rik	28	28 dpi	0	1	1	0_none
2310044G17Rik	28	28 dpi	0.05229	0.7443	1	0_none
2310044H10Rik	28	28 dpi	0.3029	0.02066	1	0_none
2310045N01Rik	28	28 dpi	0.1051	0.6135	1	0_none
2310046A06Rik	28	28 dpi	0.131	0.5832	1	0_none
2310046O06Rik	28	28 dpi	0.1213	0.49	1	0_none
2310047B19Rik	28	28 dpi	-0.1296	0.5688	1	0_none
2310047M10Rik	28	28 dpi	0.2284	0.2816	1	0_none
2310050B05Rik	28	28 dpi	-0.1512	0.8873	1	0_none
2310050C09Rik	28	28 dpi	0	1	1	0_none
2310057J18Rik	28	28 dpi	2.577	0.1462	1	0_none
2310057M21Rik	28	28 dpi	-0.1492	0.4463	1	0_none
2310057N15Rik	28	28 dpi	0	1	1	0_none
2310061C15Rik	28	28 dpi	0.1544	0.6147	1	0_none
2310061I04Rik	28	28 dpi	0.08735	0.5942	1	0_none
2310061J03Rik	28	28 dpi	-0.06701	0.8592	1	0_none
2310061N02Rik	28	28 dpi	0	1	1	0_none
2310065F04Rik	28	28 dpi	3.145	0.07999	1	0_none
2310067B10Rik	28	28 dpi	0.2286	0.2147	1	0_none
2310068J16Rik	28	28 dpi	0.6925	0.4418	1	0_none
2310069B03Rik	28	28 dpi	0	1	1	0_none
2310069G16Rik	28	28 dpi	-0.0627	0.8543	1	0_none
2310079F23Rik	28	28 dpi	-0.06773	0.8067	1	0_none
2310079G19Rik	28	28 dpi	0	1	1	0_none
2310081J21Rik	28	28 dpi	-3.34	0.0575	1	0_none
2400001E08Rik	28	28 dpi	0.1752	0.2518	1	0_none
2400003C14Rik	28	28 dpi	-0.1252	0.3653	1	0_none
2400009B08Rik	28	28 dpi	0.4049	0.2897	1	0_none
2410001C21Rik	28	28 dpi	-0.02464	0.8569	1	0_none
2410002F23Rik	28	28 dpi	-0.01861	0.909	1	0_none
2410002I01Rik	28	28 dpi	0.1303	0.5243	1	0_none
2410002O22Rik	28	28 dpi	-0.1007	0.5029	1	0_none
2410003K15Rik	28	28 dpi	0.1668	0.6059	1	0_none
2410003L11Rik	28	28 dpi	4.228	0.007857	1	0_none
2410004A20Rik	28	28 dpi	0.1145	0.841	1	0_none
2410004B18Rik	28	28 dpi	-0.1294	0.5272	1	0_none
2410004I01Rik	28	28 dpi	-0.3651	0.5758	1	0_none
2410004N09Rik	28	28 dpi	0.624	0.09825	1	0_none
2410004P03Rik	28	28 dpi	0.3436	0.4311	1	0_none
2410006H16Rik	28	28 dpi	0.1902	0.4458	1	0_none
2410007B07Rik	28	28 dpi	0	1	1	0_none
2410012E07Rik	28	28 dpi	0	1	1	0_none
2410012M07Rik	28	28 dpi	0	1	1	0_none
2410015M20Rik	28	28 dpi	0.206	0.2347	1	0_none
2410016O06Rik	28	28 dpi	-0.0719	0.761	1	0_none
2410017I17Rik	28	28 dpi	0	1	1	0_none
2410017P09Rik	28	28 dpi	0.08567	0.7097	1	0_none
2410018L13Rik	28	28 dpi	0.2055	0.5662	1	0_none
2410018M08Rik	28	28 dpi	-0.0878	0.7727	1	0_none
2410021H03Rik	28	28 dpi	1.804	0.2842	1	0_none
2410022L05Rik	28	28 dpi	0.07078	0.7728	1	0_none
2410042D21Rik	28	28 dpi	0.005272	0.9787	1	0_none
2410057H14Rik	28	28 dpi	0.8148	0.36870000000000003	1	0_none
2410066E13Rik	28	28 dpi	-0.2087	0.1976	1	0_none
2410075B13Rik	28	28 dpi	0.07907	0.8032	1	0_none
2410076I21Rik	28	28 dpi	-0.2567	0.8404	1	0_none
2410088K16Rik	28	28 dpi	-0.003705	0.9881	1	0_none
2410089E03Rik	28	28 dpi	-0.05829	0.6887	1	0_none
2410091C18Rik	28	28 dpi	-0.05804	0.7138	1	0_none
2410114N07Rik	28	28 dpi	0	1	1	0_none
2410124H12Rik	28	28 dpi	-4.029	0.01805	1	0_none
2410127L17Rik	28	28 dpi	-0.4027	0.1322	1	0_none
2410131K14Rik	28	28 dpi	-0.2086	0.2539	1	0_none
2410137F16Rik	28	28 dpi	1.861	0.2768	1	0_none
2410137M14Rik	28	28 dpi	1.075	0.1918	1	0_none
2410141K09Rik	28	28 dpi	0	1	1	0_none
2500003M10Rik	28	28 dpi	0.0411	0.7858	1	0_none
2500004C02Rik	28	28 dpi	-0.08209	0.7391	1	0_none
2510002D24Rik	28	28 dpi	0.1576	0.4837	1	0_none
2510003D18Rik	28	28 dpi	0.6855	0.6039	1	0_none
2510003E04Rik	28	28 dpi	-0.1473	0.3456	1	0_none
2510006D16Rik	28	28 dpi	0.1223	0.4804	1	0_none
2510009E07Rik	28	28 dpi	-0.1666	0.2871	1	0_none
2510012J08Rik	28	28 dpi	0.274	0.2328	1	0_none
2510039O18Rik	28	28 dpi	0.1359	0.4835	1	0_none
2510049J12Rik	28	28 dpi	-0.1379	0.9123	1	0_none
2600006L11Rik	28	28 dpi	0.6048	0.7054	1	0_none
2610001J05Rik	28	28 dpi	-0.07681	0.665	1	0_none
2610002D18Rik	28	28 dpi	1.108	0.09951	1	0_none
2610002I17Rik	28	28 dpi	0.06775	0.7889	1	0_none
2610002J02Rik	28	28 dpi	0.1495	0.4863	1	0_none
2610002M06Rik	28	28 dpi	-0.2567	0.05968	1	0_none
2610005L07Rik	28	28 dpi	-0.3051	0.1056	1	0_none
2610008E11Rik	28	28 dpi	-0.2453	0.2189	1	0_none
2610015P09Rik	28	28 dpi	0.002854	0.9919	1	0_none
2610016A17Rik	28	28 dpi	0	1	1	0_none
2610017I09Rik	28	28 dpi	0.0928	0.625	1	0_none
2610018G03Rik	28	28 dpi	-0.2037	0.5708	1	0_none
2610019E17Rik	28	28 dpi	0.3681	0.3165	1	0_none
2610019F03Rik	28	28 dpi	-0.08646	0.6862	1	0_none
2610020C07Rik	28	28 dpi	0.196	0.6939	1	0_none
2610020H08Rik	28	28 dpi	0.08183	0.8632	1	0_none
2610021K21Rik	28	28 dpi	0.7095	0.26	1	0_none
2610027L16Rik	28	28 dpi	-0.1778	0.3758	1	0_none
2610028E06Rik	28	28 dpi	-0.6776	0.3628	1	0_none
2610028H24Rik	28	28 dpi	0.7649	0.3996	1	0_none
2610029G23Rik	28	28 dpi	-0.1442	0.512	1	0_none
2610029I01Rik	28	28 dpi	-0.005507	0.9764	1	0_none
2610034B18Rik	28	28 dpi	-0.1088	0.5928	1	0_none
2610034M16Rik	28	28 dpi	0.5175	0.2638	1	0_none
2610035F20Rik	28	28 dpi	0.843	0.212	1	0_none
2610037D02Rik	28	28 dpi	-0.6889	0.4388	1	0_none
2610039C10Rik	28	28 dpi	-0.04907	0.8613	1	0_none
2610044O15Rik	28	28 dpi	-0.1447	0.5786	1	0_none
2610100L16Rik	28	28 dpi	0.6342	0.09345	1	0_none
2610101N10Rik	28	28 dpi	-0.1897	0.1771	1	0_none
2610109H07Rik	28	28 dpi	-0.102	0.7967	1	0_none
2610203C20Rik	28	28 dpi	-0.0218	0.8856	1	0_none
2610204G22Rik	28	28 dpi	-0.2294	0.6311	1	0_none
2610206C17Rik	28	28 dpi	0.8372	0.3896	1	0_none
2610301B20Rik	28	28 dpi	-0.1222	0.455	1	0_none
2610301G19Rik	28	28 dpi	-0.00444	0.9751	1	0_none
2610305D13Rik	28	28 dpi	-0.473	0.3732	1	0_none
2610306M01Rik	28	28 dpi	0.007623	0.9809	1	0_none
2610307P16Rik	28	28 dpi	0.4659	0.5893	1	0_none
2610316D01Rik	28	28 dpi	0.2231	0.5734	1	0_none
2610318N02Rik	28	28 dpi	0.3221	0.5819	1	0_none
2610507B11Rik	28	28 dpi	-0.1248	0.5156	1	0_none
2610507I01Rik	28	28 dpi	-0.08184	0.6247	1	0_none
2610524H06Rik	28	28 dpi	-0.0556	0.8236	1	0_none
2610528A11Rik	28	28 dpi	0.8865	0.1974	1	0_none
2610528E23Rik	28	28 dpi	0.1381	0.6173	1	0_none
2610528J11Rik	28	28 dpi	-1.368	0.3795	1	0_none
2700007P21Rik	28	28 dpi	-0.204	0.1784	1	0_none
2700023E23Rik	28	28 dpi	0.2603	0.4417	1	0_none
2700029M09Rik	28	28 dpi	-0.02762	0.867	1	0_none
2700038G22Rik	28	28 dpi	0.02762	0.9448	1	0_none
2700046A07Rik	28	28 dpi	0.6762	0.1757	1	0_none
2700046G09Rik	28	28 dpi	-0.146	0.6783	1	0_none
2700049A03Rik	28	28 dpi	-0.1781	0.4353	1	0_none
2700050L05Rik	28	28 dpi	-0.2395	0.1673	1	0_none
2700054A10Rik	28	28 dpi	0.04721	0.8831	1	0_none
2700060E02Rik	28	28 dpi	-0.1408	0.3229	1	0_none
2700062C07Rik	28	28 dpi	-0.0613	0.7742	1	0_none
2700069I18Rik	28	28 dpi	-0.01435	0.9782	1	0_none
2700070H01Rik	28	28 dpi	0.2057	0.7682	1	0_none
2700078E11Rik	28	28 dpi	-0.1559	0.2376	1	0_none
2700081L22Rik	28	28 dpi	-0.2135	0.7042	1	0_none
2700081O15Rik	28	28 dpi	-0.07018	0.6582	1	0_none
2700086A05Rik	28	28 dpi	0	1	1	0_none
2700089E24Rik	28	28 dpi	-0.1004	0.4727	1	0_none
2700089I24Rik	28	28 dpi	0	1	1	0_none
2700090O03Rik	28	28 dpi	-0.1048	0.7578	1	0_none
2700094K13Rik	28	28 dpi	0.4173	0.2115	1	0_none
2700097O09Rik	28	28 dpi	-0.1431	0.6567	1	0_none
2700099C18Rik	28	28 dpi	-0.0576	0.9306	1	0_none
