our_dpi	aguzzi_dpi	gene	this_study_log2fc	sorce_nuvolone_log2fc	this_study_padj	sorce_nuvolone_p_bonf	celltype
149	140	Ncln	0.14475058518476158	0.4241	0.9153613518118652	1	0_none
149	140	Rpl22l1	-0.17901497397639135	-0.201	0.9153613518118652	1	0_none
149	140	Atg3	-0.15275980507930495	-0.05244	0.9153613518118652	1	0_none
149	140	Sec63	0.115693247961928	-0.1978	0.9152746580721444	1	0_none
120	126	Brox	0.18501128436215555	0.0666	0.9152462012569282	1	0_none
120	126	Pacsin3	0.17111327781808008	-0.1034	0.9150373515862176	1	0_none
120	126	1500009L16Rik	0.30983344347526626	-0.3005	0.914967027691961	1	0_none
120	126	Cnot6	-0.22576489990672136	0.1149	0.914967027691961	1	0_none
120	126	Smad4	-0.2809858856976606	0.04137	0.914967027691961	1	0_none
120	126	Tcea1	0.2039068733423105	0.08241	0.914967027691961	1	0_none
120	126	Gcnt2	0.33969584105605805	-0.0877	0.914967027691961	1	0_none
120	126	Zfr	-0.15946458891267534	0.01324	0.914967027691961	1	0_none
120	126	Nrxn2	-0.272692595998938	-0.3956	0.914967027691961	1	0_none
120	126	Zc3h12b	-0.34166447845696335	-0.3945	0.914967027691961	1	0_none
120	126	Eif3h	0.13141660837590338	0.0988	0.914967027691961	1	0_none
120	126	Pura	-0.26324704262242193	-0.4941	0.914967027691961	1	0_none
120	126	Zcchc2	0.28572288224437736	-0.07378	0.914967027691961	1	0_none
120	126	Pdxp	-0.15182855309361656	-0.1478	0.914967027691961	1	0_none
120	126	Bcl7c	-0.31718017427414186	-0.1322	0.9149379769166022	1	0_none
120	126	Ssr3	0.1804361546658196	0.3059	0.9149379769166022	1	0_none
120	126	Syp	-0.3550819886116915	-0.2906	0.9149379769166022	1	0_none
120	126	Ccdc97	0.24181793463892096	-0.02546	0.9149379769166022	1	0_none
120	126	Ubfd1	0.303888297962663	0.03483	0.9149379769166022	1	0_none
120	126	Mapk8ip1	0.2172324655101424	-0.1713	0.9149379769166022	1	0_none
120	126	Hif1a	0.1905282130688133	0.1986	0.9149379769166022	1	0_none
120	126	Stam	-0.19229144306831364	0.1175	0.9149379769166022	1	0_none
120	126	Syn1	-0.16172157643223237	-0.1087	0.9149379769166022	1	0_none
120	126	Pi4k2a	-0.24599365916606555	-0.1497	0.9149379769166022	1	0_none
120	126	Glt8d1	0.25346120483535983	0.1578	0.9149379769166022	1	0_none
120	126	Mdk	0.2396595701719897	0.3127	0.9149379769166022	1	0_none
120	126	Dnajb1	-0.21146981501711032	-0.1998	0.9149379769166022	1	0_none
120	126	Trim46	-0.3234291911155011	-0.2965	0.9149379769166022	1	0_none
120	126	Cnrip1	0.17361093779629283	-0.2073	0.9149379769166022	1	0_none
120	126	2810468N07Rik	0.28189487700152505	-0.04954	0.9149379769166022	1	0_none
120	126	Meaf6	0.161891862947195	-0.09574	0.9149379769166022	1	0_none
120	126	5730455P16Rik	0.2520641285987354	-0.2681	0.9149379769166022	1	0_none
120	126	Uap1l1	0.3329912664101897	0.1254	0.9149379769166022	1	0_none
120	126	Fam168b	-0.23629838211339396	-0.03054	0.9149379769166022	1	0_none
120	126	Amy1	0.3035468322047942	-0.3368	0.9149379769166022	1	0_none
120	126	Vwa5b2	-0.2901745072143484	-0.4987	0.9149379769166022	1	0_none
120	126	Usp7	-0.1530540762093875	-0.02434	0.9149379769166022	1	0_none
120	126	Cyp46a1	-0.3047988183775733	-0.3125	0.9149379769166022	1	0_none
120	126	Ipo11	-0.3348276471278329	-0.06561	0.9149379769166022	1	0_none
120	126	Arhgap23	0.18158646912096205	-0.1548	0.9149379769166022	1	1_oligodendrocyte
120	126	Jam3	0.2700570506157581	0.3107	0.9149379769166022	1	1_oligodendrocyte
120	126	Tns3	0.2852881633861019	0.6031	0.9149379769166022	1	1_oligodendrocyte
120	126	Cldn10	0.2032883390242517	0.1616	0.9149379769166022	1	3_astrocyte
120	126	Ptprz1	0.20468751502863447	0.4892	0.9149379769166022	1	3_astrocyte
120	126	Mrpl42	0.17073621817449575	0.1409	0.9149227394837616	1	0_none
120	126	Myl12a	-0.2504585267929158	0.2489	0.9149227394837616	1	0_none
120	126	Prkaa1	0.3293090281508543	-0.005601	0.9149227394837616	1	0_none
120	126	Nipsnap1	0.1791901614722463	-0.1501	0.9149227394837616	1	0_none
120	126	Rc3h2	0.1518326319917922	0.1053	0.9149227394837616	1	0_none
120	126	Gpr108	-0.3210699649591094	0.1079	0.9149227394837616	1	0_none
120	126	Tmed10	0.16551708266236775	0.2573	0.9149227394837616	1	0_none
120	126	Fis1	0.190807260735826	-0.1297	0.9149227394837616	1	0_none
120	126	Ing1	-0.2096233706953437	-0.1115	0.9149227394837616	1	0_none
120	126	Gadd45gip1	-0.23877880123149345	-0.3039	0.9149227394837616	1	0_none
120	126	D930016D06Rik	0.2656529610658947	0.02918	0.9149227394837616	1	0_none
120	126	Mapre2	0.133370089767828	-0.0736	0.9149227394837616	1	0_none
120	126	Tmem231	0.3142493330614338	-0.09965	0.9149227394837616	1	0_none
120	126	Rora	-0.22927158992072655	-0.4901	0.9149227394837616	1	0_none
120	126	Slc22a8	-0.3543004946038556	0.4227	0.9149227394837616	1	0_none
120	126	Gatad2a	0.23446638456783375	-0.07073	0.9149227394837616	1	0_none
120	126	Fam53a	0.28003437343825716	-0.1492	0.9149227394837616	1	0_none
120	126	Zfand2a	0.30817094043508847	-0.1077	0.9149227394837616	1	0_none
120	126	Gas8	-0.34966975375928194	-0.1282	0.9149227394837616	1	0_none
120	126	Sptlc1	0.1796054748069396	0.1899	0.9149227394837616	1	0_none
120	126	Man1b1	0.23120443180388847	0.06962	0.9149227394837616	1	0_none
120	126	Ank2	0.16038236823464946	0.1203	0.9149227394837616	1	0_none
120	126	Tpm1	-0.13589988916415494	-0.01564	0.9149227394837616	1	0_none
120	126	Surf1	-0.20079632662037744	-0.1165	0.9149227394837616	1	0_none
120	126	Snap25	-0.15684883208641892	-0.2814	0.9149227394837616	1	0_none
120	126	Smarca5	0.29169580132671524	0.001585	0.9149227394837616	1	0_none
120	126	Nr4a2	0.3136859930621987	-0.7448	0.9149227394837616	0.64691317	0_none
120	126	Ostc	0.1679288223533705	0.2814	0.9149227394837616	1	0_none
120	126	Slc30a5	0.30789324970487775	-0.04393	0.9149227394837616	1	0_none
120	126	Srpk1	-0.2608478531665374	0.08651	0.9149227394837616	1	0_none
120	126	Serpinb1a	-0.360639395718112	0.1066	0.9149227394837616	1	1_oligodendrocyte
120	126	Snapc2	0.4024571411921446	-0.2036	0.914851834741052	1	0_none
120	126	Unc119	0.3354485000350304	-0.1611	0.914851834741052	1	0_none
120	126	Eif3d	-0.2296780396172884	-0.1279	0.914851834741052	1	0_none
120	126	Rraga	0.1878418378058949	-0.2204	0.914851834741052	1	0_none
120	126	Sec14l1	-0.17671433226733207	-0.2591	0.914851834741052	1	0_none
120	126	Ndufaf3	-0.2086292584486479	-0.4308	0.914851834741052	1	0_none
120	126	Wdr41	0.2933815513969971	0.04256	0.914851834741052	1	0_none
120	126	Cyfip1	0.27971285245166855	0.2172	0.914851834741052	1	0_none
120	126	Zdhhc6	-0.35916858680335595	0.03476	0.914851834741052	1	0_none
120	126	Cbx4	-0.2804500898914113	-0.4957	0.914851834741052	1	0_none
120	126	Islr2	0.47487912777072866	-0.4214	0.914851834741052	1	0_none
120	126	Bag4	-0.21134938594639432	-0.02427	0.914851834741052	1	0_none
60	56	Cox7a1	-0.40840723630138864	0.5706	0.91471227531341	1	0_none
149	140	Tomm40	-0.1317478100259529	0.379	0.9142992755395926	1	0_none
149	140	Ssbp3	-0.06963628467431529	0.169	0.9142992755395926	1	0_none
149	140	Ddx19b	-0.18317813706629876	0.1018	0.9142992755395926	1	0_none
149	140	Stau2	0.10844557288690317	-0.3085	0.914288735604557	1	0_none
149	140	Chst1	-0.07071795530689645	0.2205	0.914288735604557	1	0_none
149	140	Tpcn1	-0.17267390163446367	0.2813	0.914288735604557	1	0_none
149	140	Slc30a9	0.11436083793566834	-0.1347	0.914288735604557	1	0_none
149	140	Akr1a1	0.06335299086580988	0.03783	0.914288735604557	1	0_none
149	140	Peg3	-0.10031256004710024	-0.2232	0.914288735604557	1	0_none
149	140	Aen	-0.1468717600453897	0.3402	0.914288735604557	1	0_none
149	140	B4galnt4	-0.1397010658623252	0.2457	0.914288735604557	1	0_none
120	126	Ephx4	-0.3649774126330679	0.01693	0.9142299778562488	1	0_none
120	126	Atp5g1	-0.22093307290671335	-0.2435	0.9142299778562488	1	0_none
120	126	Cog7	-0.21671827566568275	-0.2556	0.9142299778562488	1	0_none
120	126	Slc35c2	-0.33507456987761175	-0.004578	0.9142299778562488	1	0_none
120	126	Bicd2	0.1913117539323226	0.2073	0.9142299778562488	1	0_none
120	126	Thrap3	-0.190234719390928	0.03864	0.9142299778562488	1	0_none
120	126	Atp5h	0.09791058723923826	0.06426	0.9142299778562488	1	0_none
120	126	Plcl2	-0.23923108686890748	-0.146	0.9142299778562488	1	0_none
120	126	Pdcd6ip	0.2387106654011721	0.07293	0.9142299778562488	1	0_none
120	126	Trove2	-0.18096390060427864	-0.002766	0.9142299778562488	1	0_none
120	126	Bcar1	-0.2089403371813316	-0.3226	0.9142299778562488	1	0_none
120	126	2510039O18Rik	0.2901096015387581	-0.2336	0.9142299778562488	1	0_none
120	126	Sumo1	0.14271953899057063	0.1439	0.9142299778562488	1	0_none
120	126	Pspc1	-0.1894143088239421	-0.208	0.9142299778562488	1	0_none
120	126	Esd	0.20541977671048123	0.129	0.9142299778562488	1	0_none
120	126	Hpcal4	-0.13774888935110832	-0.05714	0.9142299778562488	1	0_none
120	126	Morf4l2	0.15402074585724532	-0.06307	0.9142299778562488	1	0_none
120	126	Zfp385b	-0.2231606319192605	-0.1786	0.9142299778562488	1	0_none
120	126	Pdcd4	-0.2083436550815708	-0.03296	0.9142299778562488	1	0_none
120	126	Prdx3	0.2805251844314204	0.09624	0.9142299778562488	1	0_none
120	126	Polr1d	0.16589213172019596	-0.04058	0.9142299778562488	1	0_none
120	126	Baalc	-0.2130842962347863	0.2392	0.9142299778562488	1	0_none
120	126	H2afv	-0.15503843883880802	0.3478	0.9142299778562488	1	0_none
120	126	Kcnv1	-0.3342016099644785	-0.4769	0.9142299778562488	1	0_none
120	126	Csnk1g3	0.3228324835927905	-0.08461	0.9142299778562488	1	0_none
120	126	Zfp318	-0.3118447125878896	-0.1076	0.9142299778562488	1	0_none
120	126	Rgmb	-0.19623476059900108	-0.1843	0.9142299778562488	1	0_none
120	126	Wbp1	-0.34938253628457244	0.2076	0.9142299778562488	1	0_none
120	126	Kcnh1	-0.324407482690724	-0.2661	0.9142299778562488	1	0_none
120	126	Tmub2	-0.2884566613044289	-0.1249	0.9142299778562488	1	0_none
120	126	Grm5	0.16777690018256514	-0.3771	0.9142299778562488	1	0_none
120	126	Ankrd13c	-0.24765013660540103	0.1245	0.9142299778562488	1	0_none
120	126	Zdhhc18	-0.3924448132066633	-0.08851	0.9142299778562488	1	0_none
120	126	Dync1i2	0.14007458025823358	-0.04379	0.9142299778562488	1	0_none
120	126	Fabp7	0.4189817619029562	0.1719	0.9142299778562488	1	0_none
120	126	Scn8a	-0.10708155258012492	-0.2559	0.9142299778562488	1	0_none
120	126	Sp1	-0.23918103106853825	0.3087	0.9142299778562488	1	0_none
120	126	Slu7	0.18365677396760377	0.0548	0.9142299778562488	1	0_none
120	126	Fam169a	-0.33578130350040863	-0.1187	0.9142299778562488	1	0_none
120	126	Zfp280b	-0.372981535300111	-0.1772	0.9142299778562488	1	0_none
120	126	Crhr1	-0.34974683048730565	-0.4934	0.9142299778562488	1	0_none
120	126	Atp2b4	-0.16057988508305632	-0.5009	0.9142299778562488	1	0_none
120	126	Acvrl1	-0.4319889895848062	-0.1437	0.9142299778562488	1	0_none
120	126	Rbbp5	-0.1980553277874675	0.1688	0.9142299778562488	1	0_none
120	126	Gltp	0.2980600129561285	0.3201	0.9142299778562488	1	0_none
120	126	4930453N24Rik	-0.33519184057215246	0.1288	0.9142299778562488	1	0_none
120	126	Timm22	0.39625471478027147	0.07991	0.9142299778562488	1	0_none
120	126	Nprl2	-0.2306004019875915	-0.05689	0.9142299778562488	1	0_none
120	126	Srpr	0.3457210586255354	0.06411	0.9142299778562488	1	0_none
120	126	Slc4a7	0.35922431055203385	0.2391	0.9142299778562488	1	0_none
120	126	Med21	-0.2953670546447719	0.08533	0.9142299778562488	1	0_none
120	126	Chmp1a	0.1548835962575078	-0.05134	0.9142299778562488	1	0_none
120	126	Ubr7	0.3242837064758426	-0.01669	0.9142299778562488	1	0_none
120	126	Fkbp9	0.304501638361679	0.3527	0.9142299778562488	1	0_none
120	126	Atad1	0.18538570016692843	-0.02558	0.9142299778562488	1	0_none
120	126	Sdcbp	0.15973474818292022	0.05318	0.9142299778562488	1	0_none
120	126	Thap11	-0.22043156675135417	-0.07127	0.9142299778562488	1	0_none
120	126	Atp6v1g2	0.1365324262659302	-0.2128	0.9142299778562488	1	0_none
120	126	Gria4	-0.22090638698870568	-0.3017	0.9142299778562488	1	0_none
120	126	Tada2a	-0.2866316452224434	-0.06359	0.9142299778562488	1	0_none
120	126	Atg2a	-0.37851936727501984	-0.2254	0.9142299778562488	1	0_none
120	126	Smndc1	0.246101866737954	0.214	0.9142299778562488	1	0_none
120	126	Slc15a4	0.2157700767821803	0.2731	0.9142299778562488	1	0_none
120	126	Pdcd2l	0.3049906271315924	0.03811	0.9142299778562488	1	0_none
120	126	Kifap3	0.14252373913781233	-0.1503	0.9142299778562488	1	0_none
120	126	Mut	0.2626769721148668	0.1068	0.9142299778562488	1	0_none
120	126	Cse1l	-0.21313733227350085	-0.04391	0.9142299778562488	1	0_none
120	126	Sqstm1	-0.11944926404530726	-0.1179	0.9142299778562488	1	0_none
120	126	Socs2	-0.30935736051670787	-0.3751	0.9142299778562488	1	0_none
120	126	Eif2d	0.3573430875512596	-0.1207	0.9142299778562488	1	0_none
120	126	Txnl4a	0.2722336870631501	-0.2094	0.9142299778562488	1	0_none
120	126	Rmi1	0.36645137955416934	0.02957	0.9142299778562488	1	0_none
120	126	Stim2	0.22876456571533552	0.02152	0.9142299778562488	1	0_none
120	126	Ube2e2	0.2071955539027076	-0.01025	0.9142299778562488	1	0_none
120	126	Car12	0.33250314103337414	0.2594	0.9142299778562488	1	0_none
120	126	Slc35e2	0.2738391923383294	0.04659	0.9142299778562488	1	0_none
120	126	Dip2b	-0.23229493313560745	-0.02562	0.9142299778562488	1	0_none
120	126	Ilf3	0.30407548283477226	-0.1231	0.9142299778562488	1	0_none
120	126	Anapc1	-0.286490446160884	0.006987	0.9142299778562488	1	0_none
120	126	Ccl27a	-0.2767124726714483	-0.1788	0.9142299778562488	1	0_none
120	126	Itm2a	0.3137984255925713	0.2366	0.9142299778562488	1	0_none
120	126	Slc35b1	0.1916039858986434	0.1148	0.9142299778562488	1	0_none
120	126	Tmed3	0.2596802869069082	0.2452	0.9142299778562488	1	0_none
120	126	Ssr4	0.159590254914523	-0.01158	0.9142299778562488	1	0_none
120	126	Pik3r3	0.16766154644730383	0.2694	0.9142299778562488	1	0_none
120	126	Tspan5	-0.15200730574235152	-0.006583	0.9142299778562488	1	0_none
120	126	Adam11	-0.23056131322782727	-0.5142	0.9142299778562488	1	0_none
120	126	Set	0.14123206754955847	-0.06005	0.9142299778562488	1	0_none
120	126	Sharpin	-0.25848902552024056	-0.03074	0.9142299778562488	1	0_none
120	126	Lamtor2	0.22382741243142265	0.0619	0.9142299778562488	1	0_none
120	126	Gas2l1	-0.23882529691244372	-0.2513	0.9142299778562488	1	0_none
120	126	Pmpcb	0.2982449946929022	0.04349	0.9142299778562488	1	0_none
120	126	Gdi1	-0.1248099094402528	-0.1404	0.9142299778562488	1	0_none
120	126	Snrpf	-0.5791433995450499	0.01976	0.9142299778562488	1	0_none
120	126	Tmeff1	0.2086086668754327	-0.075	0.9142299778562488	1	1_oligodendrocyte
120	126	Daam2	0.2579157039808097	0.6814	0.9142299778562488	1	3_astrocyte
120	126	Nnat	-0.20059091813221644	0.02682	0.9142299778562488	1	3_astrocyte
120	126	Gja1	-0.17986357016496277	0.3838	0.9142299778562488	1	3_astrocyte
60	56	Plk2	-0.3027188826300801	0.1885	0.9139431336347356	1	0_none
60	56	Pcdh9	0.16206245197204142	-0.0701	0.9139431336347356	1	0_none
60	56	Prmt7	-0.3500971064876416	-0.139	0.9139431336347356	1	0_none
60	56	Gtf3c3	0.33926701168738294	0.1741	0.9139431336347356	1	0_none
60	56	Lypd1	0.25562176776737205	-0.03692	0.9139431336347356	1	0_none
60	56	Ndufaf4	-0.24501156340000704	0.3654	0.9139431336347356	1	0_none
60	56	Htr2a	-0.36946400714460553	0.1401	0.9139431336347356	1	0_none
60	56	Cct7	-0.2271014839204968	0.09729	0.9139431336347356	1	0_none
60	56	Snx32	-0.2237203334916411	-0.1292	0.9139431336347356	1	0_none
60	56	Stip1	-0.1719217178149658	0.1058	0.9139431336347356	1	0_none
60	56	Mfap3	0.4042298773497021	0.365	0.9139431336347356	1	0_none
60	56	Wwtr1	-0.39684677738281104	-0.01198	0.9139431336347356	1	0_none
60	56	Esyt2	0.31364405351002045	0.114	0.9139431336347356	1	0_none
60	56	Lancl1	-0.15739895727561645	0.03408	0.9139431336347356	1	0_none
60	56	Cd59a	0.22163305725999416	0.6845	0.9139431336347356	1	0_none
60	56	Cxxc5	-0.25541874374281415	-0.396	0.9139431336347356	1	0_none
60	56	Rps6	1.625529831077451	0.1239	0.9138913025936104	1	0_none
60	56	Frmd5	0.287078107656424	0.2218	0.9138913025936104	1	0_none
60	56	Ephb3	-0.31312001409959994	-0.4223	0.9138913025936104	1	0_none
60	56	Triap1	-0.20355374201268248	0.08922	0.9138913025936104	1	0_none
60	56	Cntn2	0.18327543799988413	-0.0209	0.9138913025936104	1	1_oligodendrocyte
60	56	Enpp2	0.1960997949282195	1.471	0.9138913025936104	1	1_oligodendrocyte
120	126	Nek4	-0.3090270414676301	0.08043	0.9138685830721088	1	0_none
120	126	Net1	-0.3977885710011512	0.3587	0.9138685830721088	1	0_none
120	126	Slc37a3	0.2337071235093743	0.01088	0.9138685830721088	1	0_none
120	126	Gm5415	-0.413461918869841	0.2947	0.9138685830721088	1	0_none
120	126	Grin2a	-0.1799788603946421	-0.5772	0.9138685830721088	1	0_none
120	126	Rab12	-0.18649518678175575	-0.09273	0.9138685830721088	1	0_none
120	126	Psmd13	0.1761825099168222	-0.02637	0.9138685830721088	1	0_none
120	126	Agap1	-0.14709890541343895	0.2033	0.9138685830721088	1	1_oligodendrocyte
120	126	St6galnac3	0.3686625687575464	-0.001976	0.9138685830721088	1	1_oligodendrocyte
120	126	Usp53	0.30505136755574597	0.5394	0.9138685830721088	1	3_astrocyte
149	140	Phf21b	0.20829117555241308	0.5993	0.9138629464912223	1	0_none
149	140	0610037L13Rik	0.1268343719985553	-0.07614	0.9138629464912223	1	0_none
149	140	Sphkap	-0.09205310058685634	-0.3134	0.9136845751212372	1	0_none
149	140	Wdr5	0.13677513704889893	-0.09563	0.9136845751212372	1	0_none
149	140	Rev3l	0.20060671598169208	-0.1751	0.9136845751212372	1	0_none
149	140	Trim23	-0.16649584875317353	-0.3848	0.9136845751212372	1	0_none
149	140	Cnpy4	0.2194404117892759	0.2328	0.9136845751212372	1	0_none
149	140	Lsm3	-0.1965219170972607	-0.2132	0.9136845751212372	1	0_none
149	140	Ifngr2	-0.1542300602412967	-0.1085	0.9136845751212372	1	0_none
149	140	Hnrnpd	-0.07896131476017315	-0.2829	0.9136845751212372	1	0_none
149	140	Slc29a1	0.17813958399814658	0.2238	0.9136845751212372	1	0_none
149	140	Mycbp	-0.21309796026760497	-0.5363	0.9136845751212372	1	0_none
149	140	Immp1l	-0.23759155243380684	-0.1779	0.9136845751212372	1	0_none
149	140	Ssbp2	-0.12585082528047975	0.02187	0.9136845751212372	1	0_none
149	140	Dhx30	0.13928016754673897	0.02975	0.9136845751212372	1	0_none
149	140	Nrn1	-0.19527291164233349	-0.1241	0.9136845751212372	1	0_none
149	140	Ank3	0.0783922448603738	-0.174	0.9136845751212372	1	0_none
149	140	Smarca5	-0.17919576841122953	-0.3016	0.9136845751212372	1	0_none
149	140	Sugp2	-0.11086283254713832	-0.017	0.9136845751212372	1	0_none
149	140	Yme1l1	0.1289907644645848	-0.3287	0.9136845751212372	1	0_none
149	140	Rnf4	-0.12547214401593115	-0.1569	0.9136845751212372	1	0_none
149	140	Smarcad1	0.20525561261655295	-0.2309	0.9136845751212372	1	0_none
149	140	Cyb5r4	0.1472015413865955	-0.09829	0.9136845751212372	1	0_none
120	126	Axl	0.28961770918661167	0.7893	0.913582862194657	0.047894437000000005	0_none
120	126	Dyrk2	-0.21371447325038992	-0.4393	0.913582862194657	1	0_none
120	126	Bet1l	0.35115377836902434	-0.1777	0.913582862194657	1	0_none
120	126	Fryl	0.23761922942142735	0.1092	0.9134807415738178	1	0_none
149	140	Trappc1	-0.11881247099798443	0.03231	0.9133670518068312	1	0_none
149	140	Rapgefl1	-0.1336886695241066	0.06585	0.9133670518068312	1	0_none
149	140	Dnajc10	0.09241722644755038	-0.1406	0.9133670518068312	1	0_none
149	140	Mrpl42	-0.10185149465076863	0.03772	0.9133670518068312	1	0_none
149	140	Atp6v0e	0.1185451377484951	0.3582	0.9133670518068312	1	0_none
120	126	Slc6a17	-0.21913076688966393	-0.2957	0.9132463969477757	1	0_none
120	126	Vps13a	-0.30989814154954504	0.0511	0.9132463969477757	1	0_none
60	56	Polr2m	-0.16461717617640167	0.09135	0.9132410783342608	1	0_none
120	126	Cul2	-0.30760465277180077	-0.1417	0.9131058310790252	1	0_none
120	126	Napg	-0.1748521087749609	-0.09415	0.9131058310790252	1	0_none
120	126	Map4k5	0.3281118688856619	0.1035	0.9131058310790252	1	0_none
149	140	Ube2f	0.13871919436330274	-0.008202	0.9130975717709694	1	0_none
149	140	Tuba1a	-0.07602594358469641	0.1894	0.9130975717709694	1	1_oligodendrocyte
149	140	Pfkfb2	0.24368734358657929	-0.01799	0.9127728672949852	1	0_none
149	140	Zfp260	0.13588448222289976	-0.3005	0.9127728672949852	1	0_none
149	140	Taf12	0.17380012033013417	-0.08902	0.9127728672949852	1	0_none
149	140	Sac3d1	0.20365237942476871	0.2175	0.9127728672949852	1	0_none
149	140	Cdc25b	0.18273954722297273	0.0989	0.9127728672949852	1	0_none
149	140	Prps1	0.0924924805756325	-0.2274	0.9127728672949852	1	0_none
149	140	Pak1	-0.07559625571055337	-0.03857	0.9127728672949852	1	0_none
149	140	Slc6a17	0.13017641598726248	0.1075	0.9127728672949852	1	0_none
149	140	Chka	0.10909452849881482	-0.01108	0.9127728672949852	1	0_none
149	140	Phax	0.1291779774512814	-0.02293	0.9127728672949852	1	0_none
149	140	E330009J07Rik	0.17440109145440658	0.09745	0.9127728672949852	1	0_none
149	140	Uba1	-0.0854376066599613	-0.06674	0.9127728672949852	1	0_none
149	140	Slc35a1	0.1830220290006775	-0.2436	0.9127728672949852	1	0_none
149	140	Slc4a2	0.14901431269702517	-0.02941	0.9127728672949852	1	0_none
149	140	2900026A02Rik	-0.1983393507622263	-0.2848	0.9127728672949852	1	0_none
120	126	Pik3ip1	-0.21583863532641936	-0.02866	0.9127629279238691	1	0_none
149	140	Cept1	0.14383254060545053	-0.1605	0.9124644080072748	1	0_none
149	140	2310009B15Rik	0.15495666319957496	-0.05688	0.9124644080072748	1	0_none
60	56	BC051226	0.4067129935219024	-0.6688	0.912440959072988	1	0_none
120	126	Extl3	-0.27872799081654237	-0.1228	0.912415210078833	1	0_none
60	56	Olig2	-0.30675087031768355	0.09273	0.9123360841443426	1	0_none
149	140	Sfswap	-0.15526209255236884	0.2086	0.9122585787610504	1	0_none
149	140	Epc2	0.09860614500526475	-0.3474	0.9122585787610504	1	0_none
149	140	Ptpn1	0.10202496623471428	0.2043	0.9122585787610504	1	0_none
60	56	Trim41	-0.29528862377125437	-0.2081	0.9122534785164024	1	0_none
60	56	Fgfr2	0.23187228231923887	0.07176	0.9122534785164024	1	0_none
60	56	Gpr137	-0.2683849746466968	-0.5222	0.9122534785164024	0.100268042	0_none
60	56	Snx5	0.16384239073868517	0.3566	0.9122534785164024	1	0_none
60	56	Bcas3	-0.328549489315991	-0.1046	0.9122534785164024	1	0_none
60	56	Sin3b	-0.2291365051613383	-0.1425	0.9122534785164024	1	0_none
60	56	Cpne3	0.41394348998335057	0.2072	0.9122534785164024	1	0_none
60	56	Rfx3	0.4703449288565164	0.3526	0.9122534785164024	1	0_none
60	56	Naa40	-0.2524711873913861	-0.1303	0.9122534785164024	1	0_none
60	56	Zfp281	-0.3281473691388086	0.1443	0.9122534785164024	1	0_none
60	56	Rrm1	-0.412182356416364	0.1773	0.9122534785164024	1	0_none
60	56	Nagpa	0.39109584842534834	-0.3373	0.9122534785164024	1	0_none
60	56	Unc80	0.23919241155794616	0.04441	0.9122534785164024	1	0_none
60	56	Pdk1	0.26334797068741633	0.09646	0.9122534785164024	1	0_none
60	56	Lgals1	-0.44067335058380913	-0.00967	0.9122534785164024	1	0_none
60	56	Nckap1	0.14789234797544437	0.2129	0.9122534785164024	1	0_none
60	56	Abcc5	-0.22997085876988752	0.03904	0.9122534785164024	1	0_none
60	56	Kcnc3	0.28283326919285534	-0.2545	0.9122534785164024	1	0_none
60	56	Cxxc4	-0.34123230270184307	-0.07905	0.9122534785164024	1	0_none
60	56	Gpaa1	0.26888650560562316	-0.6408	0.9122534785164024	0.23193691800000002	0_none
60	56	Usp10	-0.30381876011007275	-0.2099	0.9122534785164024	1	0_none
60	56	Mknk2	0.4684651621585053	-0.3421	0.9122534785164024	1	0_none
60	56	Syt13	-0.12371100075157618	-0.054	0.9122534785164024	1	0_none
60	56	Slc26a2	-0.433518703414477	0.1056	0.9122534785164024	1	0_none
60	56	Elavl3	0.20908370399534604	-0.2503	0.9122534785164024	1	0_none
60	56	Txn1	-0.20919856018953537	-0.01495	0.9122534785164024	1	0_none
60	56	Map2k5	-0.4018315960193798	-0.07462	0.9122534785164024	1	0_none
60	56	Tmem186	-0.3644035840045087	0.09843	0.9122534785164024	1	0_none
60	56	Snx13	0.3369461237233641	0.2061	0.9122534785164024	1	0_none
60	56	Bc1	-0.3939302993353362	-1.772	0.9122534785164024	1	0_none
60	56	Serinc5	0.32462721086562385	0.1821	0.9122534785164024	1	0_none
60	56	Ampd2	0.23610319186188855	-0.3329	0.9122534785164024	1	0_none
60	56	D430041D05Rik	0.21144720773745193	0.07156	0.9122534785164024	1	0_none
60	56	Fbxo44	0.2483833458071227	-0.2601	0.9122534785164024	1	0_none
60	56	Esyt1	-0.4146430470793883	-0.256	0.9122534785164024	1	0_none
60	56	Bdnf	0.39627421343309194	0.2171	0.9122534785164024	1	0_none
60	56	Irak1	0.24406637082479105	0.02076	0.9122534785164024	1	0_none
60	56	Ipo4	0.257215996947343	-0.4141	0.9122534785164024	1	0_none
60	56	Cbln1	0.2340368907321076	-1.252	0.9122534785164024	1	0_none
60	56	Me1	0.24287152694041497	0.03185	0.9122534785164024	1	0_none
60	56	Ndufb6	-0.33723424349680586	-0.2051	0.9122534785164024	1	0_none
60	56	Hif1an	-0.2719784166626073	0.1239	0.9122534785164024	1	0_none
60	56	Pot1a	-0.3499349326236145	0.3271	0.9122534785164024	1	0_none
60	56	Gla	0.378315139543462	0.1023	0.9122534785164024	1	0_none
60	56	Rasgrp2	-0.29308262192777074	-0.2373	0.9122534785164024	1	0_none
60	56	Ubtf	-0.3662742643484195	-0.06568	0.9122534785164024	1	0_none
60	56	Mypop	0.2576901530734352	-0.4778	0.9122534785164024	1	0_none
60	56	Fto	0.1660454621205909	-0.04378	0.9122534785164024	1	0_none
