ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000264230	ANXA8L1	 5.25e-02	9.22e-01	protein_coding
ENSG00000125818	PSMF1	 4.59e-01	4.98e-03	protein_coding
ENSG00000122378	PRXL2A	-1.73e-01	4.80e-01	protein_coding
ENSG00000154328	NEIL2	-2.95e-02	9.37e-01	protein_coding
ENSG00000164023	SGMS2	-3.78e-01	2.73e-01	protein_coding
ENSG00000250786	SNHG18	 2.64e-01	5.60e-01	lncRNA
ENSG00000225921	NOL7	-1.49e-01	5.17e-01	protein_coding
ENSG00000185736	ADARB2	-2.17e-01	3.00e-01	protein_coding
ENSG00000128973	CLN6	 7.36e-02	7.89e-01	protein_coding
ENSG00000154822	PLCL2	-7.21e-02	8.65e-01	protein_coding
ENSG00000115128	SF3B6	 1.95e-02	9.60e-01	protein_coding
ENSG00000182310	SPACA6	 1.56e-02	9.82e-01	protein_coding
ENSG00000129038	LOXL1	 9.25e-02	8.64e-01	protein_coding
ENSG00000145494	NDUFS6	-1.94e-01	3.14e-01	protein_coding
ENSG00000170348	TMED10	-1.10e-01	5.93e-01	protein_coding
ENSG00000155016	CYP2U1	 6.65e-02	9.13e-01	protein_coding
ENSG00000138835	RGS3	 1.04e-01	6.70e-01	protein_coding
ENSG00000010017	RANBP9	 1.58e-01	4.72e-01	protein_coding
ENSG00000132383	RPA1	-1.01e-01	7.24e-01	protein_coding
ENSG00000122674	CCZ1	-1.38e-01	6.15e-01	protein_coding
ENSG00000129007	CALML4	 3.06e-01	4.53e-01	protein_coding
ENSG00000253187	HOXA10-AS	 2.25e-01	5.88e-01	lncRNA
ENSG00000136425	CIB2	-2.48e-01	3.07e-01	protein_coding
ENSG00000197948	FCHSD1	-7.12e-02	8.72e-01	protein_coding
ENSG00000253293	HOXA10	 1.65e-01	6.90e-01	protein_coding
ENSG00000260007	AC107871.1	-7.20e-01	3.27e-02	protein_coding
ENSG00000119638	NEK9	-1.43e-01	5.14e-01	protein_coding
ENSG00000092201	SUPT16H	-1.29e-01	7.15e-01	protein_coding
ENSG00000116731	PRDM2	 8.23e-02	8.89e-01	protein_coding
ENSG00000119938	PPP1R3C	 1.29e-01	7.93e-01	protein_coding
ENSG00000186532	SMYD4	-2.48e-01	2.62e-01	protein_coding
ENSG00000115504	EHBP1	-2.99e-01	2.62e-01	protein_coding
ENSG00000106009	BRAT1	-2.08e-01	2.89e-01	protein_coding
ENSG00000119640	ACYP1	-3.02e-01	2.80e-01	protein_coding
ENSG00000166479	TMX3	 2.42e-01	6.04e-01	protein_coding
ENSG00000119703	ZC2HC1C	 1.48e-01	7.83e-01	protein_coding
ENSG00000151150	ANK3	-8.48e-01	8.74e-03	protein_coding
ENSG00000103269	RHBDL1	-2.98e-01	3.90e-01	protein_coding
ENSG00000142632	ARHGEF19	-2.74e-01	1.79e-01	protein_coding
ENSG00000179134	SAMD4B	 5.93e-01	1.48e-04	protein_coding
ENSG00000137094	DNAJB5	-1.85e-01	6.34e-01	protein_coding
ENSG00000245958	AC093752.1	 5.83e-03	9.93e-01	transcribed_unprocessed_pseudogene
ENSG00000129562	DAD1	 2.25e-02	9.61e-01	protein_coding
ENSG00000011376	LARS2	-7.26e-02	8.27e-01	protein_coding
ENSG00000172890	NADSYN1	-3.01e-01	1.54e-01	protein_coding
ENSG00000227354	RBM26-AS1	 6.49e-02	9.13e-01	lncRNA
ENSG00000033800	PIAS1	 1.90e-01	5.92e-01	protein_coding
ENSG00000148175	STOM	 3.97e-01	1.68e-02	protein_coding
ENSG00000137656	BUD13	-1.06e-01	7.19e-01	protein_coding
ENSG00000160007	ARHGAP35	 3.95e-01	1.91e-01	protein_coding
ENSG00000105088	OLFM2	 8.74e-04	9.99e-01	protein_coding
ENSG00000139746	RBM26	-7.06e-02	8.40e-01	protein_coding
ENSG00000099622	CIRBP	 1.21e-01	4.74e-01	protein_coding
ENSG00000136143	SUCLA2	-1.11e-01	8.05e-01	protein_coding
ENSG00000140526	ABHD2	 3.07e-01	2.74e-01	protein_coding
ENSG00000239213	NCK1-DT	-4.07e-02	9.41e-01	lncRNA
ENSG00000160226	CFAP410	-5.07e-01	5.74e-03	protein_coding
ENSG00000110696	C11orf58	 2.41e-02	9.63e-01	protein_coding
ENSG00000145555	MYO10	-2.69e-01	1.26e-01	protein_coding
ENSG00000039123	MTREX	-1.46e-01	7.18e-01	protein_coding
ENSG00000147601	TERF1	 1.91e-01	6.59e-01	protein_coding
ENSG00000072062	PRKACA	 5.66e-01	7.11e-05	protein_coding
ENSG00000166002	SMCO4	 8.29e-02	8.07e-01	protein_coding
ENSG00000169738	DCXR	-3.03e-01	6.15e-02	protein_coding
ENSG00000136159	NUDT15	-2.55e-01	4.09e-01	protein_coding
ENSG00000164764	SBSPON	-4.50e-01	6.02e-02	protein_coding
ENSG00000067113	PLPP1	 1.00e-01	7.13e-01	protein_coding
ENSG00000229212	AC044860.1	-3.01e-02	9.66e-01	transcribed_unprocessed_pseudogene
ENSG00000078747	ITCH	 7.32e-03	9.86e-01	protein_coding
ENSG00000006712	PAF1	-9.02e-02	6.85e-01	protein_coding
ENSG00000198924	DCLRE1A	-5.67e-01	1.04e-01	protein_coding
ENSG00000161980	POLR3K	-4.53e-02	8.61e-01	protein_coding
ENSG00000137770	CTDSPL2	-5.61e-01	2.19e-02	protein_coding
ENSG00000133789	SWAP70	-2.23e-01	5.45e-01	protein_coding
ENSG00000006007	GDE1	 2.49e-01	1.50e-01	protein_coding
ENSG00000172037	LAMB2	 6.18e-01	1.62e-02	protein_coding
ENSG00000124299	PEPD	-4.71e-01	6.10e-05	protein_coding
ENSG00000181031	RPH3AL	 6.18e-02	9.17e-01	protein_coding
ENSG00000179523	EIF3J-DT	 4.10e-03	9.95e-01	lncRNA
ENSG00000100316	RPL3	-4.57e-01	3.38e-04	protein_coding
ENSG00000161981	SNRNP25	-3.00e-01	1.97e-01	protein_coding
ENSG00000175110	MRPS22	-9.34e-02	7.88e-01	protein_coding
ENSG00000114491	UMPS	-4.83e-01	2.64e-03	protein_coding
ENSG00000164649	CDCA7L	-1.30e-01	4.82e-01	protein_coding
ENSG00000093009	CDC45	-3.50e-01	2.89e-02	protein_coding
ENSG00000138735	PDE5A	 1.92e-01	7.06e-01	protein_coding
ENSG00000074964	ARHGEF10L	-2.44e-02	9.46e-01	protein_coding
ENSG00000182087	TMEM259	 1.03e-01	5.93e-01	protein_coding
ENSG00000184432	COPB2	-5.07e-01	2.92e-03	protein_coding
ENSG00000278311	GGNBP2	-5.42e-02	8.96e-01	protein_coding
ENSG00000146872	TLK2	 3.55e-01	2.18e-01	protein_coding
ENSG00000100439	ABHD4	 6.84e-02	8.27e-01	protein_coding
ENSG00000267493	CIRBP-AS1	 9.43e-02	8.72e-01	lncRNA
ENSG00000254681	PKD1P5	-4.57e-01	2.34e-01	transcribed_unprocessed_pseudogene
ENSG00000118363	SPCS2	-1.39e-01	5.03e-01	protein_coding
ENSG00000189337	KAZN	-5.10e-01	1.72e-01	protein_coding
ENSG00000164073	MFSD8	 2.82e-03	9.97e-01	protein_coding
ENSG00000151332	MBIP	-2.73e-01	5.27e-01	protein_coding
ENSG00000165914	TTC7B	-5.31e-02	9.17e-01	protein_coding
ENSG00000157538	VPS26C	-1.98e-01	5.61e-01	protein_coding
ENSG00000233024	NPIPA9	 5.06e-01	1.64e-01	protein_coding
ENSG00000163629	PTPN13	-9.93e-02	8.61e-01	protein_coding
ENSG00000204315	FKBPL	-2.42e-01	2.67e-01	protein_coding
ENSG00000171316	CHD7	 2.71e-01	3.63e-01	protein_coding
ENSG00000149150	SLC43A1	 1.66e-01	4.86e-01	protein_coding
ENSG00000115129	TP53I3	-6.56e-01	1.22e-06	protein_coding
ENSG00000196312	MFSD14C	-3.99e-01	2.14e-01	transcribed_unprocessed_pseudogene
ENSG00000120697	ALG5	 1.70e-01	6.36e-01	protein_coding
ENSG00000117984	CTSD	 3.78e-01	1.62e-03	protein_coding
ENSG00000244731	C4A	 8.55e-01	2.68e-04	protein_coding
ENSG00000165475	CRYL1	-2.26e-01	3.39e-01	protein_coding
ENSG00000102710	SUPT20H	-1.66e-01	6.55e-01	protein_coding
ENSG00000038532	CLEC16A	-3.60e-01	2.35e-01	protein_coding
ENSG00000114200	BCHE	 2.68e-01	5.58e-01	protein_coding
ENSG00000171729	TMEM51	 1.78e-01	5.57e-01	protein_coding
ENSG00000181481	RNF135	-3.89e-01	6.35e-02	protein_coding
ENSG00000101911	PRPS2	-1.68e-01	4.56e-01	protein_coding
ENSG00000169762	TAPT1	 2.21e-01	6.47e-01	protein_coding
ENSG00000141664	ZCCHC2	 1.79e-01	6.61e-01	protein_coding
ENSG00000204348	DXO	-3.35e-02	9.04e-01	protein_coding
ENSG00000196182	STK40	 1.40e-01	6.49e-01	protein_coding
ENSG00000258388	PPT2-EGFL8	-5.19e-02	9.35e-01	protein_coding
ENSG00000108523	RNF167	 1.19e-01	5.39e-01	protein_coding
ENSG00000182093	WRB	-1.05e-01	8.18e-01	protein_coding
ENSG00000101849	TBL1X	-3.23e-01	8.99e-02	protein_coding
ENSG00000266340	AC138207.7	 6.47e-01	6.22e-02	lncRNA
ENSG00000204177	BMS1P1	-5.54e-02	9.12e-01	transcribed_unprocessed_pseudogene
ENSG00000267809	NDUFV2P1	-4.66e-02	9.32e-01	processed_pseudogene
ENSG00000086712	TXLNG	-3.02e-01	3.85e-01	protein_coding
ENSG00000217128	FNIP1	 2.46e-01	3.92e-01	protein_coding
ENSG00000103227	LMF1	 1.49e-01	7.27e-01	protein_coding
ENSG00000125753	VASP	-1.92e-02	9.55e-01	protein_coding
ENSG00000270177	AC104109.2	 3.69e-01	3.66e-01	lncRNA
ENSG00000115204	MPV17	 3.53e-02	9.04e-01	protein_coding
ENSG00000105011	ASF1B	 1.24e-01	4.68e-01	protein_coding
ENSG00000102054	RBBP7	-2.89e-01	6.80e-02	protein_coding
ENSG00000106853	PTGR1	-2.12e-01	2.46e-01	protein_coding
ENSG00000064932	SBNO2	 3.73e-01	6.47e-02	protein_coding
ENSG00000111880	RNGTT	-2.15e-01	5.56e-01	protein_coding
ENSG00000108528	SLC25A11	-1.60e-01	4.17e-01	protein_coding
ENSG00000083223	TUT7	 1.11e-01	8.36e-01	protein_coding
ENSG00000110195	FOLR1	-3.84e-02	9.13e-01	protein_coding
ENSG00000109917	ZPR1	-3.43e-01	7.36e-02	protein_coding
ENSG00000070061	ELP1	-3.16e-01	2.11e-01	protein_coding
ENSG00000221988	PPT2	 1.13e-01	7.34e-01	protein_coding
ENSG00000223802	CERS1	 5.36e-02	9.21e-01	protein_coding
ENSG00000119383	PTPA	-2.22e-01	9.87e-02	protein_coding
ENSG00000133884	DPF2	 4.89e-01	1.65e-03	protein_coding
ENSG00000174384	PMS2P6	 5.39e-01	6.75e-02	unprocessed_pseudogene
ENSG00000187098	MITF	-4.54e-01	9.98e-02	protein_coding
ENSG00000167118	URM1	-4.41e-01	2.02e-04	protein_coding
ENSG00000168061	SAC3D1	-4.16e-01	2.53e-02	protein_coding
ENSG00000087586	AURKA	-5.89e-02	8.31e-01	protein_coding
ENSG00000141905	NFIC	 6.86e-01	2.84e-05	protein_coding
ENSG00000124116	WFDC3	 6.47e-02	9.04e-01	protein_coding
ENSG00000233369	GTF2IP4	 5.53e-01	4.01e-02	transcribed_processed_pseudogene
ENSG00000204536	CCHCR1	-6.20e-01	3.04e-04	protein_coding
ENSG00000080189	SLC35C2	-1.66e-01	3.81e-01	protein_coding
ENSG00000135521	LTV1	-3.85e-02	9.51e-01	protein_coding
ENSG00000204344	STK19	-4.95e-01	4.52e-03	protein_coding
ENSG00000103932	RPAP1	-1.75e-02	9.70e-01	protein_coding
ENSG00000196865	NHLRC2	-2.86e-01	3.29e-01	protein_coding
ENSG00000121897	LIAS	-4.08e-02	9.47e-01	protein_coding
ENSG00000177352	CCDC71	-2.64e-01	1.62e-01	protein_coding
ENSG00000228705	LINC00659	-1.37e-01	8.03e-01	lncRNA
ENSG00000284954	AL662884.3	 1.67e-01	6.12e-01	lncRNA
ENSG00000083454	P2RX5	 1.41e-01	6.01e-01	protein_coding
ENSG00000196562	SULF2	 4.64e-01	3.79e-02	protein_coding
ENSG00000108344	PSMD3	-2.42e-02	9.34e-01	protein_coding
ENSG00000025800	KPNA6	-3.29e-01	5.74e-02	protein_coding
ENSG00000081913	PHLPP1	 5.32e-01	1.11e-01	protein_coding
ENSG00000179455	MKRN3	 9.46e-02	8.57e-01	protein_coding
ENSG00000186765	FSCN2	-8.59e-02	8.88e-01	protein_coding
ENSG00000095321	CRAT	-2.16e-01	3.97e-01	protein_coding
ENSG00000088812	ATRN	 1.52e-01	6.99e-01	protein_coding
ENSG00000241404	EGFL8	-1.90e-01	7.06e-01	protein_coding
ENSG00000261423	TMEM202-AS1	 2.76e-01	4.79e-01	lncRNA
ENSG00000074410	CA12	 1.04e-01	8.54e-01	protein_coding
ENSG00000089351	GRAMD1A	 3.48e-02	9.12e-01	protein_coding
ENSG00000106991	ENG	 8.04e-01	3.81e-09	protein_coding
ENSG00000101365	IDH3B	-6.55e-01	9.93e-09	protein_coding
ENSG00000060491	OGFR	-4.58e-01	1.21e-03	protein_coding
ENSG00000231312	MAP4K3-DT	-2.71e-02	9.63e-01	lncRNA
ENSG00000274602	PI4KAP1	 1.65e-01	7.24e-01	transcribed_unprocessed_pseudogene
ENSG00000106571	GLI3	-7.29e-02	8.70e-01	protein_coding
ENSG00000169021	UQCRFS1	-2.41e-01	1.20e-01	protein_coding
ENSG00000112079	STK38	 1.32e-01	7.02e-01	protein_coding
ENSG00000107854	TNKS2	-1.50e-01	7.10e-01	protein_coding
ENSG00000101189	MRGBP	-3.55e-01	2.08e-02	protein_coding
ENSG00000113658	SMAD5	-1.92e-01	4.76e-01	protein_coding
ENSG00000040531	CTNS	 2.43e-01	3.71e-01	protein_coding
ENSG00000237864	LINC00322	 6.65e-02	9.08e-01	lncRNA
ENSG00000240990	HOXA11-AS	-2.83e-01	3.33e-01	lncRNA
ENSG00000166233	ARIH1	 1.59e-02	9.78e-01	protein_coding
ENSG00000008952	SEC62	-3.57e-01	3.83e-01	protein_coding
ENSG00000127774	EMC6	-1.29e-01	5.79e-01	protein_coding
ENSG00000163682	RPL9	 1.93e-01	4.67e-01	protein_coding
ENSG00000005073	HOXA11	-5.87e-02	8.65e-01	protein_coding
ENSG00000257950	P2RX5-TAX1BP3	-2.71e-01	5.35e-01	protein_coding
ENSG00000112419	PHACTR2	-1.50e-01	6.99e-01	protein_coding
ENSG00000213977	TAX1BP3	 1.88e-03	9.96e-01	protein_coding
ENSG00000081014	AP4E1	-7.50e-02	8.75e-01	protein_coding
ENSG00000171497	PPID	-3.86e-03	9.96e-01	protein_coding
ENSG00000188603	CLN3	 9.69e-02	6.65e-01	protein_coding
ENSG00000205208	C4orf46	 2.75e-01	5.09e-01	protein_coding
ENSG00000083844	ZNF264	-3.56e-02	9.46e-01	protein_coding
ENSG00000196826	AC008758.1	 1.45e-02	9.84e-01	protein_coding
ENSG00000171503	ETFDH	 3.91e-02	9.49e-01	protein_coding
ENSG00000253729	PRKDC	 5.97e-02	8.56e-01	protein_coding
ENSG00000134644	PUM1	-2.65e-01	1.94e-01	protein_coding
ENSG00000067221	STOML1	-5.64e-01	2.17e-03	protein_coding
ENSG00000128266	GNAZ	-2.13e-01	6.49e-01	protein_coding
ENSG00000142178	SIK1	 3.91e-01	2.22e-02	protein_coding
ENSG00000116990	MYCL	 2.46e-01	5.56e-01	protein_coding
ENSG00000070756	PABPC1	 7.19e-01	9.19e-04	protein_coding
ENSG00000196476	C20orf96	 4.42e-02	9.39e-01	protein_coding
ENSG00000113558	SKP1	-3.66e-02	8.96e-01	protein_coding
ENSG00000165671	NSD1	 1.30e-01	7.24e-01	protein_coding
ENSG00000167333	TRIM68	 1.86e-01	4.82e-01	protein_coding
ENSG00000133997	MED6	 2.96e-02	9.48e-01	protein_coding
ENSG00000188033	ZNF490	 1.18e-01	8.19e-01	protein_coding
ENSG00000108219	TSPAN14	 7.05e-01	5.94e-04	protein_coding
ENSG00000155096	AZIN1	 2.11e-01	4.73e-01	protein_coding
ENSG00000131374	TBC1D5	 1.60e-01	6.54e-01	protein_coding
ENSG00000105171	POP4	-3.65e-01	4.26e-02	protein_coding
ENSG00000173875	ZNF791	 3.46e-01	3.59e-01	protein_coding
ENSG00000184117	NIPSNAP1	-2.00e-01	2.04e-01	protein_coding
ENSG00000125971	DYNLRB1	 4.04e-01	3.55e-02	protein_coding
ENSG00000158092	NCK1	 1.37e-01	7.93e-01	protein_coding
ENSG00000253320	AZIN1-AS1	 4.44e-02	9.37e-01	lncRNA
ENSG00000174010	KLHL15	-1.06e-01	8.03e-01	protein_coding
ENSG00000162139	NEU3	 3.94e-01	2.42e-01	protein_coding
ENSG00000158987	RAPGEF6	 2.31e-01	5.90e-01	protein_coding
ENSG00000105486	LIG1	-2.35e-01	2.92e-01	protein_coding
ENSG00000174564	IL20RB	-3.88e-02	9.54e-01	protein_coding
ENSG00000150756	ATPSCKMT	-1.49e-01	6.32e-01	protein_coding
ENSG00000112081	SRSF3	-1.50e-01	3.33e-01	protein_coding
ENSG00000204310	AGPAT1	 4.80e-01	4.18e-04	protein_coding
ENSG00000275740	AC091959.3	-2.20e-01	4.99e-01	protein_coding
ENSG00000204314	PRRT1	 7.65e-01	7.48e-03	protein_coding
ENSG00000101680	LAMA1	-9.30e-02	8.75e-01	protein_coding
ENSG00000011566	MAP4K3	-1.20e-01	8.07e-01	protein_coding
ENSG00000072071	ADGRL1	 6.42e-01	3.67e-03	protein_coding
ENSG00000185246	PRPF39	 2.79e-01	5.08e-01	protein_coding
ENSG00000091009	RBM27	-4.78e-02	9.37e-01	protein_coding
ENSG00000120699	EXOSC8	 3.06e-02	9.36e-01	protein_coding
ENSG00000124762	CDKN1A	 4.86e-03	9.93e-01	protein_coding
ENSG00000176953	NFATC2IP	 8.46e-02	7.98e-01	protein_coding
ENSG00000072310	SREBF1	 5.18e-01	1.54e-05	protein_coding
ENSG00000113575	PPP2CA	-2.40e-01	2.74e-01	protein_coding
ENSG00000267169	AC022098.1	-3.11e-01	4.80e-01	lncRNA
ENSG00000171206	TRIM8	 4.26e-01	5.17e-02	protein_coding
ENSG00000104756	KCTD9	 7.46e-02	8.78e-01	protein_coding
ENSG00000185909	KLHDC8B	-3.53e-01	7.22e-02	protein_coding
ENSG00000068097	HEATR6	 5.67e-02	9.02e-01	protein_coding
ENSG00000130751	NPAS1	-4.88e-01	1.31e-02	protein_coding
ENSG00000172939	OXSR1	-5.11e-01	5.67e-02	protein_coding
ENSG00000129158	SERGEF	-3.70e-01	7.88e-02	protein_coding
ENSG00000180447	GAS1	 3.56e-01	1.79e-01	protein_coding
ENSG00000146278	PNRC1	 5.10e-01	4.14e-05	protein_coding
ENSG00000147852	VLDLR	 7.20e-01	1.43e-02	protein_coding
ENSG00000100281	HMGXB4	-1.14e-01	7.58e-01	protein_coding
ENSG00000163923	RPL39L	-1.28e-01	5.56e-01	protein_coding
ENSG00000084093	REST	-6.21e-01	3.15e-02	protein_coding
ENSG00000100442	FKBP3	-2.52e-01	3.99e-01	protein_coding
ENSG00000188660	LINC00319	 3.13e-01	4.18e-01	lncRNA
ENSG00000110660	SLC35F2	 5.63e-02	8.95e-01	protein_coding
ENSG00000182054	IDH2	-3.26e-01	5.99e-02	protein_coding
ENSG00000248333	CDK11B	 7.34e-02	8.39e-01	protein_coding
ENSG00000185186	LINC00313	 1.60e-01	7.59e-01	lncRNA
ENSG00000007384	RHBDF1	 2.77e-01	5.36e-01	protein_coding
ENSG00000141933	TPGS1	-6.70e-01	2.58e-05	protein_coding
ENSG00000166289	PLEKHF1	-5.54e-01	5.07e-03	protein_coding
ENSG00000084092	NOA1	-1.88e-01	3.68e-01	protein_coding
ENSG00000138796	HADH	-4.47e-03	9.90e-01	protein_coding
ENSG00000067596	DHX8	 2.01e-01	2.95e-01	protein_coding
ENSG00000042429	MED17	-3.23e-01	1.67e-01	protein_coding
ENSG00000247315	ZCCHC3	 9.08e-02	7.62e-01	protein_coding
ENSG00000130741	EIF2S3	 1.33e-01	6.10e-01	protein_coding
ENSG00000070495	JMJD6	-3.22e-02	9.16e-01	protein_coding
ENSG00000133812	SBF2	-2.56e-01	3.29e-01	protein_coding
ENSG00000124151	NCOA3	 2.97e-02	9.63e-01	protein_coding
ENSG00000100296	THOC5	-2.23e-01	1.31e-01	protein_coding
ENSG00000211456	SACM1L	 2.01e-01	6.72e-01	protein_coding
ENSG00000225830	ERCC6	 2.82e-02	9.57e-01	protein_coding
ENSG00000065559	MAP2K4	 3.61e-01	2.70e-01	protein_coding
ENSG00000165879	FRAT1	 1.38e-02	9.81e-01	protein_coding
ENSG00000266933	AC005775.1	-1.44e-01	7.92e-01	lncRNA
ENSG00000125686	MED1	-2.22e-01	5.44e-01	protein_coding
ENSG00000108557	RAI1	 5.38e-01	3.00e-02	protein_coding
ENSG00000245522	AC026250.1	-1.64e-01	7.17e-01	lncRNA
ENSG00000155463	OXA1L	 3.13e-01	1.66e-01	protein_coding
ENSG00000005889	ZFX	 3.37e-02	9.43e-01	protein_coding
ENSG00000246273	SBF2-AS1	 4.12e-02	9.33e-01	lncRNA
ENSG00000184203	PPP1R2	-9.12e-02	8.23e-01	protein_coding
ENSG00000125841	NRSN2	 1.31e-01	5.65e-01	protein_coding
ENSG00000163605	PPP4R2	-3.41e-01	3.92e-01	protein_coding
ENSG00000173825	TIGD3	-3.52e-01	3.61e-01	protein_coding
ENSG00000101079	NDRG3	 1.97e-01	2.90e-01	protein_coding
ENSG00000125657	TNFSF9	 1.73e-01	3.25e-01	protein_coding
ENSG00000177732	SOX12	 1.07e+00	1.15e-12	protein_coding
ENSG00000102805	CLN5	-2.51e-02	9.65e-01	protein_coding
ENSG00000225377	NRSN2-AS1	 2.08e-01	6.52e-01	lncRNA
ENSG00000172986	GXYLT2	-1.68e-01	6.42e-01	protein_coding
ENSG00000155876	RRAGA	-7.15e-02	7.77e-01	protein_coding
ENSG00000162241	SLC25A45	 9.05e-02	7.87e-01	protein_coding
ENSG00000188897	AC099489.1	-6.78e-02	8.70e-01	protein_coding
ENSG00000125741	OPA3	 1.26e-01	6.92e-01	protein_coding
ENSG00000198807	PAX9	-3.70e-02	9.54e-01	protein_coding
ENSG00000181817	LSM10	-1.87e-01	3.92e-01	protein_coding
ENSG00000142303	ADAMTS10	-2.62e-01	4.81e-01	protein_coding
ENSG00000134265	NAPG	-1.51e-01	7.04e-01	protein_coding
ENSG00000163785	RYK	 1.17e-02	9.81e-01	protein_coding
ENSG00000100784	RPS6KA5	 3.22e-01	4.03e-01	protein_coding
ENSG00000120211	INSL4	 1.63e-01	4.81e-01	protein_coding
ENSG00000185504	FAAP100	-1.51e-02	9.75e-01	protein_coding
ENSG00000175643	RMI2	 3.10e-01	1.42e-01	protein_coding
ENSG00000008382	MPND	-3.08e-02	9.51e-01	protein_coding
ENSG00000261040	WFDC21P	 3.17e-01	1.03e-01	transcribed_unitary_pseudogene
ENSG00000115255	REEP6	 1.24e-01	6.77e-01	protein_coding
ENSG00000144791	LIMD1	 2.64e-01	1.92e-01	protein_coding
ENSG00000132881	CPLANE2	 1.48e-01	7.30e-01	protein_coding
ENSG00000183032	SLC25A21	-1.29e-01	8.12e-01	protein_coding
ENSG00000226237	GAS1RR	 6.33e-02	8.99e-01	lncRNA
ENSG00000173511	VEGFB	 4.16e-01	3.07e-02	protein_coding
ENSG00000037637	FBXO42	 2.06e-01	4.65e-01	protein_coding
ENSG00000050393	MCUR1	-1.76e-02	9.63e-01	protein_coding
ENSG00000136861	CDK5RAP2	-2.29e-01	3.48e-01	protein_coding
ENSG00000145934	TENM2	-1.14e-01	7.94e-01	protein_coding
ENSG00000085377	PREP	 2.49e-01	2.36e-01	protein_coding
ENSG00000185650	ZFP36L1	 6.56e-01	7.42e-05	protein_coding
ENSG00000110422	HIPK3	-1.93e-01	4.54e-01	protein_coding
ENSG00000108306	FBXL20	 8.77e-02	7.77e-01	protein_coding
ENSG00000106628	POLD2	-2.97e-01	9.24e-02	protein_coding
ENSG00000099804	CDC34	-3.86e-01	3.27e-02	protein_coding
ENSG00000130856	ZNF236	 4.21e-03	9.95e-01	protein_coding
ENSG00000136327	NKX2-8	 2.99e-01	4.55e-01	protein_coding
ENSG00000243449	C4orf48	 2.22e-01	4.51e-01	protein_coding
ENSG00000134809	TIMM10	-1.45e-01	5.71e-01	protein_coding
ENSG00000258708	SLC25A21-AS1	-1.21e-01	7.92e-01	lncRNA
ENSG00000196712	NF1	 1.40e-01	6.64e-01	protein_coding
ENSG00000103148	NPRL3	 7.84e-01	7.96e-05	protein_coding
ENSG00000161999	JMJD8	 1.34e-02	9.66e-01	protein_coding
ENSG00000099998	GGT5	 6.11e-01	1.57e-02	protein_coding
ENSG00000168389	MFSD2A	 1.08e-01	8.37e-01	protein_coding
ENSG00000114019	AMOTL2	 2.11e-01	3.84e-01	protein_coding
ENSG00000244627	TPTEP2	-1.92e-01	6.88e-01	transcribed_unprocessed_pseudogene
ENSG00000126106	TMEM53	-2.86e-01	1.70e-01	protein_coding
ENSG00000122512	PMS2	-7.08e-02	8.75e-01	protein_coding
ENSG00000080573	COL5A3	 5.50e-01	8.79e-02	protein_coding
ENSG00000132522	GPS2	 1.07e-01	6.27e-01	protein_coding
ENSG00000283900	TPTEP2-CSNK1E	 7.08e-01	3.46e-02	protein_coding
ENSG00000267060	PTGES3L	 1.59e-01	6.65e-01	protein_coding
ENSG00000204524	ZNF805	 2.05e-01	6.82e-01	protein_coding
ENSG00000175832	ETV4	 1.16e-01	7.95e-01	protein_coding
ENSG00000162542	TMCO4	-8.29e-02	7.69e-01	protein_coding
ENSG00000136758	YME1L1	-5.66e-01	2.49e-02	protein_coding
ENSG00000111912	NCOA7	-2.43e-02	9.66e-01	protein_coding
ENSG00000079459	FDFT1	-3.27e-01	1.65e-01	protein_coding
ENSG00000132963	POMP	 1.45e-02	9.72e-01	protein_coding
ENSG00000107140	TESK1	 1.92e-01	5.79e-01	protein_coding
ENSG00000187079	TEAD1	-4.69e-01	1.48e-02	protein_coding
ENSG00000259248	USP3-AS1	-3.14e-01	4.56e-01	lncRNA
ENSG00000185818	NAT8L	 7.16e-01	8.42e-04	protein_coding
ENSG00000100321	SYNGR1	 2.92e-03	9.94e-01	protein_coding
ENSG00000180537	RNF182	 6.57e-02	8.26e-01	protein_coding
ENSG00000125726	CD70	-2.73e-02	9.45e-01	protein_coding
ENSG00000103152	MPG	-3.81e-01	4.25e-02	protein_coding
ENSG00000274026	FAM27E3	 7.35e-02	9.02e-01	lncRNA
ENSG00000148481	MINDY3	 8.83e-02	8.49e-01	protein_coding
ENSG00000112312	GMNN	-3.24e-01	1.60e-01	protein_coding
ENSG00000101460	MAP1LC3A	 7.25e-02	8.75e-01	protein_coding
ENSG00000140455	AC007950.1	 1.64e-01	5.83e-01	protein_coding
ENSG00000267248	AC025048.2	 1.97e-01	6.92e-01	lncRNA
ENSG00000159063	ALG8	 3.82e-01	8.96e-02	protein_coding
ENSG00000146263	MMS22L	-1.59e-01	7.56e-01	protein_coding
ENSG00000187147	RNF220	-1.41e-01	4.48e-01	protein_coding
ENSG00000164751	PEX2	-2.07e-01	4.17e-01	protein_coding
ENSG00000182919	C11orf54	 1.01e-01	8.29e-01	protein_coding
ENSG00000005810	MYCBP2	-4.95e-01	8.93e-02	protein_coding
ENSG00000213923	CSNK1E	-2.66e-01	1.10e-01	protein_coding
ENSG00000120539	MASTL	-1.45e-01	6.52e-01	protein_coding
ENSG00000099625	CBARP	 6.47e-01	3.79e-02	protein_coding
